fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,free_sulfur_ratio,alcohol_density_ratio,wine_type_encoded,quality_label
-1.139360647619543,-0.5276414709049597,-0.5535072580607684,-0.6119180271799042,-0.3515362285114002,-0.16250897579281443,0.32445769959040255,-0.7601708674175766,2.608029268487389,1.5486709130099678,0.6359620274808111,-1.1644629281121353,-0.659797955516048,0.6428921615648394,0.5845855172565675,0
0.14540510644718335,0.5532120630574119,0.44935646705912485,0.4199475256655556,-0.39695771029726257,-0.0443710987795395,0.14738224178930381,-0.7048458291950827,-0.21377832543914357,-1.206183991180522,1.7327777683478216,0.21207459522600583,-0.3902503801549366,1.7201006518586546,0.5845855172565675,1
-0.49697777058618026,0.6883187548027085,-1.6280041064035111,-0.6588210068546977,0.42062896184825904,-1.2257498689122888,-1.6942025193421226,-0.03402974074757011,1.2612574622951804,1.2425759236554685,0.6359620274808111,-0.38795458161369656,1.7419010428770565,0.6230881011776823,-1.7106137091677418,0
-0.772284717886193,-1.4058349672493868,0.7358889599505227,-0.9167873950660627,-0.48780067386898723,1.9639728104461343,0.5723633405119407,-1.3410837687535895,-0.5985702700654894,1.472147165671343,0.5515915858756552,-0.9262160490728418,1.1851321966534276,0.5756632559889454,0.5845855172565675,1
-1.4146675949195566,-1.0005148920134974,-0.41024101161506926,-0.8464329255538723,-1.0782799370851972,-1.0485430533923763,-0.6671648640957502,-1.3964088069760447,0.17101361918720218,-1.206183991180522,0.29848026106019193,-1.490949391980797,-1.039013624796957,0.3277291748935373,0.5845855172565675,1
2.072553737547274,-0.6627481626502563,-0.19534164194652096,0.8186228529013014,-0.760329564584161,2.879541357299015,1.6702311788787527,-0.2034626703039024,-2.073606057799813,-1.1296602438418972,0.3828507026653464,1.906274623949873,0.745338193494943,0.379129258166385,0.5845855172565675,0
0.787787983480547,1.7016189428924318,-1.1265722438435644,-0.752626966204285,0.5114719254199838,-1.5801634999521135,-1.7296176109023425,0.5745456796996704,1.2612574622951804,2.5052177547427767,-0.03900150536042723,0.9797589832415078,-0.7983576080792807,-0.05480763588779284,-1.7106137091677418,1
0.6042500186138715,-0.7978548543955527,0.3060902206134257,-0.8464329255538723,0.10267858934722295,-0.5169226068326391,0.6963161609727098,-0.5319550847498613,-0.14964633466808452,0.01819596623747368,-0.12337194696558164,0.4767933497141098,-1.2067912849800901,-0.1097713382499029,0.5845855172565675,0
1.0630949307805606,-0.39253477915966306,0.592622713504824,0.6544624240395237,-0.5786436374407117,0.48724934778019763,1.4223255379572144,1.058639764146367,0.7482015361267194,-0.1348515284397759,-0.79833547980682,0.9709350247585712,-0.7302681103889541,-0.8099778973774712,0.5845855172565675,0
-0.6805157354528549,-0.6627481626502563,0.019557727722027785,2.3195182024946974,-0.30611474672553785,1.4323523638863969,0.8556840729936986,0.7820145730339745,0.36340959150037366,-0.21137527577840068,-0.29211283017589196,-0.7409129209311682,0.38709656848655727,-0.3078941798823954,0.5845855172565675,0
-0.5887467530195176,-0.39253477915966306,-0.26697476516937013,2.589210335624761,-0.5786436374407117,0.6053872247934725,0.536948248951721,1.9576716352615948,-0.5344382792944303,-1.1296602438418972,-1.5576694542532128,-0.6173775021700533,-0.06450499162316324,-1.571636426531782,0.5845855172565675,0
2.3019761936306185,0.08033864194887423,1.2373208225104695,-0.5650150475051104,1.147372670422056,-0.16250897579281443,-0.7911176845565193,1.6810464441492023,-0.6627022608365455,1.7017184076872174,-0.12337194696558164,2.223937129335597,0.8583329507534261,-0.1650070949926999,-1.7106137091677418,0
-0.6805157354528549,0.6883187548027085,-0.41024101161506926,-0.7057239865294914,0.011835625775498255,-0.5759915453392767,1.1744198970356763,0.22876419080918936,2.2873693146321026,0.32429095559197196,-0.4608537133862008,-0.564433751272432,-1.4193096644256324,-0.4598522164535675,0.5845855172565675,0
-0.8640537003195303,-0.865408200268201,1.452220192179018,0.3495930561533652,-0.30611474672553785,-0.10344003728617696,0.1650897875694137,-0.12393292785910824,-0.02138235312596927,-0.2878990231170255,-0.5452241549913552,-0.9438639660387151,-0.47204786324889847,-0.5342002349733493,0.5845855172565675,0
0.2371740888805215,-0.4600881250323114,-0.26697476516937013,-0.752626966204285,-0.6240651192265739,0.9007319173266598,0.12967469600919396,-1.4206135111983835,-1.3040221685471218,-0.9766127491646477,1.1421846771117392,0.16795480281132197,0.700605082021715,1.159888819972998,0.5845855172565675,0
0.4207120537471961,0.08033864194887423,2.025285177961814,-0.5650150475051104,0.8748437797068819,-0.39878472981936425,-1.233806329059266,0.6990270157002528,1.00472949921095,2.0078133970417165,0.46722114427050077,0.4150256403335519,1.926647265305817,0.43789922898519873,-1.7106137091677418,0
-0.5887467530195176,-0.932961546140849,-0.5535072580607684,0.9827832817630789,-0.44237919208312493,-0.2806468528060893,0.6431935236323801,0.16652352280891736,-0.02138235312596927,-0.6705177598101489,-0.03900150536042723,-0.6879691700335477,-0.9677081072847739,-0.0445135319977805,0.5845855172565675,0
